BFS_NR,GEBIET_NAME,THEMA_NAME,SET_NAME,SUBSET_NAME,INDIKATOR_ID,INDIKATOR_NAME,INDIKATOR_JAHR,INDIKATOR_VALUE,EINHEIT_KURZ,EINHEIT_LANG,...12,BFS_N
14,Wettswil a.A.,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,126300,Fr.,Franken,NA,14
21,Adlikon (bis 2022),Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,83600,Fr.,Franken,NA,21
22,Benken,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,88100,Fr.,Franken,NA,22
23,Berg a.I.,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,85500,Fr.,Franken,NA,23
24,Buch a.I.,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,95400,Fr.,Franken,NA,24
25,Dachsen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,95000,Fr.,Franken,NA,25
26,Dorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,92100,Fr.,Franken,NA,26
27,Feuerthalen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80300,Fr.,Franken,NA,27
28,Flaach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84200,Fr.,Franken,NA,28
29,Flurlingen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,98000,Fr.,Franken,NA,29
30,Andelfingen (bis 2022),Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,91600,Fr.,Franken,NA,30
31,Henggart,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,87900,Fr.,Franken,NA,31
32,Humlikon (bis 2022),Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,95800,Fr.,Franken,NA,32
33,Kleinandelfingen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,87200,Fr.,Franken,NA,33
34,Laufen-Uhwiesen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,98700,Fr.,Franken,NA,34
35,Marthalen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,83300,Fr.,Franken,NA,35
37,Ossingen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,82600,Fr.,Franken,NA,37
38,Rheinau,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80800,Fr.,Franken,NA,38
39,Thalheim a.d.Th.,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,83700,Fr.,Franken,NA,39
40,Trüllikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,83600,Fr.,Franken,NA,40
41,Truttikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,81600,Fr.,Franken,NA,41
43,Volken,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,87700,Fr.,Franken,NA,43
51,Bachenbülach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84000,Fr.,Franken,NA,51
52,Bassersdorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,86800,Fr.,Franken,NA,52
53,Bülach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,79100,Fr.,Franken,NA,53
54,Dietlikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,86700,Fr.,Franken,NA,54
55,Eglisau,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,94600,Fr.,Franken,NA,55
56,Embrach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,76700,Fr.,Franken,NA,56
57,Freienstein-Teufen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,89200,Fr.,Franken,NA,57
58,Glattfelden,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,83000,Fr.,Franken,NA,58
59,Hochfelden,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,87200,Fr.,Franken,NA,59
60,Höri,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,71500,Fr.,Franken,NA,60
61,Hüntwangen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,91200,Fr.,Franken,NA,61
62,Kloten,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,74500,Fr.,Franken,NA,62
63,Lufingen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,103600,Fr.,Franken,NA,63
64,Nürensdorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,98400,Fr.,Franken,NA,64
65,Oberembrach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,88100,Fr.,Franken,NA,65
66,Opfikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80000,Fr.,Franken,NA,66
67,Rafz,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84200,Fr.,Franken,NA,67
68,Rorbas,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80100,Fr.,Franken,NA,68
69,Wallisellen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,92800,Fr.,Franken,NA,69
70,Wasterkingen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84100,Fr.,Franken,NA,70
71,Wil,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,93700,Fr.,Franken,NA,71
72,Winkel,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,110600,Fr.,Franken,NA,72
81,Bachs,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,88700,Fr.,Franken,NA,81
82,Boppelsen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,113600,Fr.,Franken,NA,82
83,Buchs,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80900,Fr.,Franken,NA,83
84,Dällikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80800,Fr.,Franken,NA,84
85,Dänikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,82900,Fr.,Franken,NA,85
86,Dielsdorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,79200,Fr.,Franken,NA,86
87,Hüttikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,109900,Fr.,Franken,NA,87
88,Neerach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,112300,Fr.,Franken,NA,88
89,Niederglatt,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,81200,Fr.,Franken,NA,89
90,Niederhasli,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,79900,Fr.,Franken,NA,90
91,Niederweningen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,95800,Fr.,Franken,NA,91
92,Oberglatt,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,72000,Fr.,Franken,NA,92
93,Oberweningen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,87600,Fr.,Franken,NA,93
94,Otelfingen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,93400,Fr.,Franken,NA,94
95,Regensberg,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,99200,Fr.,Franken,NA,95
96,Regensdorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,76000,Fr.,Franken,NA,96
97,Rümlang,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,76400,Fr.,Franken,NA,97
98,Schleinikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,86400,Fr.,Franken,NA,98
99,Schöfflisdorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,99400,Fr.,Franken,NA,99
100,Stadel,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,82900,Fr.,Franken,NA,100
101,Steinmaur,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,83400,Fr.,Franken,NA,101
102,Weiach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,76000,Fr.,Franken,NA,102
111,Bäretswil,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,81900,Fr.,Franken,NA,111
112,Bubikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,88800,Fr.,Franken,NA,112
113,Dürnten,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80800,Fr.,Franken,NA,113
114,Fischenthal,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,73900,Fr.,Franken,NA,114
115,Gossau,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84500,Fr.,Franken,NA,115
116,Grüningen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80700,Fr.,Franken,NA,116
117,Hinwil,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,78900,Fr.,Franken,NA,117
118,Rüti,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,70300,Fr.,Franken,NA,118
119,Seegräben,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,88500,Fr.,Franken,NA,119
120,Wald,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,69600,Fr.,Franken,NA,120
121,Wetzikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,74700,Fr.,Franken,NA,121
131,Adliswil,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,95900,Fr.,Franken,NA,131
135,Kilchberg,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,168400,Fr.,Franken,NA,135
136,Langnau a.A.,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,94900,Fr.,Franken,NA,136
137,Oberrieden,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,121500,Fr.,Franken,NA,137
138,Richterswil,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,92100,Fr.,Franken,NA,138
139,Rüschlikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,159500,Fr.,Franken,NA,139
141,Thalwil,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,114600,Fr.,Franken,NA,141
151,Erlenbach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,160600,Fr.,Franken,NA,151
152,Herrliberg,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,158200,Fr.,Franken,NA,152
153,Hombrechtikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,80900,Fr.,Franken,NA,153
154,Küsnacht,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,156000,Fr.,Franken,NA,154
155,Männedorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,109700,Fr.,Franken,NA,155
156,Meilen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,131700,Fr.,Franken,NA,156
157,Oetwil a.S.,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,76700,Fr.,Franken,NA,157
158,Stäfa,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,103100,Fr.,Franken,NA,158
159,Uetikon a.S.,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,111800,Fr.,Franken,NA,159
160,Zumikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,152400,Fr.,Franken,NA,160
161,Zollikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,147100,Fr.,Franken,NA,161
172,Fehraltorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,87600,Fr.,Franken,NA,172
173,Hittnau,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,89100,Fr.,Franken,NA,173
176,Lindau,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,91000,Fr.,Franken,NA,176
177,Pfäffikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,83400,Fr.,Franken,NA,177
178,Russikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,95400,Fr.,Franken,NA,178
180,Weisslingen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,91600,Fr.,Franken,NA,180
181,Wila,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,73200,Fr.,Franken,NA,181
182,Wildberg,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84700,Fr.,Franken,NA,182
191,Dübendorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,85000,Fr.,Franken,NA,191
192,Egg,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,93100,Fr.,Franken,NA,192
193,Fällanden,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,95700,Fr.,Franken,NA,193
194,Greifensee,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,87900,Fr.,Franken,NA,194
195,Maur,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,113500,Fr.,Franken,NA,195
196,Mönchaltorf,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,82100,Fr.,Franken,NA,196
197,Schwerzenbach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,85600,Fr.,Franken,NA,197
198,Uster,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,86200,Fr.,Franken,NA,198
199,Volketswil,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84100,Fr.,Franken,NA,199
200,Wangen-Brüttisellen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,88700,Fr.,Franken,NA,200
211,Altikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,84000,Fr.,Franken,NA,211
213,Brütten,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,109700,Fr.,Franken,NA,213
214,Dägerlen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,85000,Fr.,Franken,NA,214
215,Dättlikon,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,109500,Fr.,Franken,NA,215
216,Dinhard,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,91700,Fr.,Franken,NA,216
218,Ellikon a.d.Th.,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,92500,Fr.,Franken,NA,218
219,Elsau,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,83500,Fr.,Franken,NA,219
220,Hagenbuch,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,77000,Fr.,Franken,NA,220
221,Hettlingen,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,100600,Fr.,Franken,NA,221
223,Neftenbach,Bevölkerung und Soziales,Einkommen und Vermögen,Steuerbares Einkommen,318,Steuerb. Einkommen natürl. Pers. 75%-Quantil [Fr.],2021,91800,Fr.,Franken,NA,223
